id,sales
3001641,10.695019
3001642,635.1172
3001643,206.522
3001644,2849.5193
3001645,7.392052
3001646,58.91469
3001647,7.392052
3001648,7.392052
3001649,7.392052
3001650,744.1725
3001651,7.392052
3001652,119.15614
3001653,7.392052
3001654,585.7209
3001655,191.7622
3001656,95.51829
3001657,90.316246
3001658,30.110472
3001659,556.74207
3001660,7.392052
3001661,7.392052
3001662,7.392052
3001663,7.392052
3001664,7.392052
3001665,99.47693
3001666,7.392052
3001667,7.392052
3001668,7.392052
3001669,61.71197
3001670,7.392052
3001671,17.757856
3001672,57.08259
3001673,7.392052
3001674,7.392052
3001675,97.891685
3001676,13.203575
3001677,397.5484
3001678,7.392052
3001679,7.392052
3001680,7.392052
3001681,7.392052
3001682,7.392052
3001683,1156.2152
3001684,7.392052
3001685,419.343
3001686,7.392052
3001687,606.8773
3001688,436.6399
3001689,222.8519
3001690,234.22809
3001691,66.20579
3001692,1832.5121
3001693,7.392052
3001694,7.392052
3001695,7.5944667
3001696,10.897435
3001697,7.392052
3001698,205.87355
3001699,7.392052
3001700,7.392052
3001701,7.392052
3001702,27.416906
3001703,7.392052
3001704,235.5273
3001705,199.87967
3001706,7.392052
3001707,7.392052
3001708,121.12041
3001709,45.39727
3001710,577.67
3001711,7.392052
3001712,7.392052
3001713,7.392052
3001714,7.392052
3001715,7.392052
3001716,847.586
3001717,7.392052
3001718,68.198784
3001719,7.392052
3001720,251.3659
3001721,113.54305
3001722,64.0585
3001723,123.68823
3001724,10.695019
3001725,563.8699
3001726,7.392052
3001727,7.392052
3001728,7.392052
3001729,7.392052
3001730,7.392052
3001731,42.516197
3001732,7.392052
3001733,7.392052
3001734,7.392052
3001735,19.84796
3001736,7.392052
3001737,32.79721
3001738,37.70947
3001739,7.392052
3001740,7.392052
3001741,55.098587
3001742,9.698192
3001743,166.34209
3001744,7.392052
3001745,7.392052
3001746,7.392052
3001747,7.392052
3001748,7.392052
3001749,586.08435
3001750,7.392052
3001751,183.01686
3001752,7.5944667
3001753,637.01355
3001754,283.85513
3001755,154.65823
3001756,81.5012
3001757,44.6551
3001758,1513.322
3001759,7.392052
3001760,7.392052
3001761,9.57732
3001762,7.392052
3001763,7.392052
3001764,173.82426
3001765,7.392052
3001766,7.392052
3001767,9.317654
3001768,22.923067
3001769,7.392052
3001770,169.63528
3001771,168.8238
3001772,7.392052
3001773,7.392052
3001774,208.9787
3001775,16.275179
3001776,589.8316
3001777,7.392052
3001778,7.392052
3001779,7.392052
3001780,7.392052
3001781,7.392052
3001782,838.1743
3001783,7.392052
3001784,519.1262
3001785,7.392052
3001786,581.8124
3001787,414.5324
3001788,204.50476
3001789,96.472664
3001790,57.261795
3001791,1014.3962
3001792,7.392052
3001793,7.392052
3001794,10.897435
3001795,18.99372
3001796,7.392052
3001797,172.16605
3001798,7.392052
3001799,7.392052
3001800,7.392052
3001801,22.221014
3001802,7.392052
3001803,133.43208
3001804,187.53093
3001805,7.392052
3001806,7.392052
3001807,131.66605
3001808,16.275179
3001809,457.4464
3001810,7.392052
3001811,7.392052
3001812,7.392052
3001813,7.392052
3001814,7.392052
3001815,966.3052
3001816,7.392052
3001817,118.30144
3001818,7.392052
3001819,350.67157
3001820,147.3437
3001821,103.00716
3001822,109.66197
3001823,75.93771
3001824,907.48175
3001825,7.392052
3001826,7.392052
3001827,7.392052
3001828,7.392052
3001829,7.392052
3001830,64.0054
3001831,7.392052
3001832,7.392052
3001833,7.392052
3001834,110.68835
3001835,7.392052
3001836,151.94637
3001837,37.35105
3001838,7.392052
3001839,7.392052
3001840,48.38766
3001841,11.421377
3001842,268.74265
3001843,7.392052
3001844,7.392052
3001845,7.392052
3001846,7.392052
3001847,7.392052
3001848,930.0453
3001849,7.392052
3001850,421.68893
3001851,7.392052
3001852,587.1238
3001853,487.6389
3001854,207.3402
3001855,98.656746
3001856,111.40706
3001857,1467.0343
3001858,7.5944667
3001859,7.392052
3001860,65.121254
3001861,7.5944667
3001862,7.392052
3001863,204.49715
3001864,7.392052
3001865,22.42343
3001866,7.392052
3001867,95.30787
3001868,7.392052
3001869,176.76297
3001870,202.65912
3001871,7.392052
3001872,7.392052
3001873,136.14201
3001874,25.431623
3001875,617.30316
3001876,7.392052
3001877,7.392052
3001878,7.392052
3001879,7.392052
3001880,7.392052
3001881,563.5479
3001882,7.392052
3001883,326.379
3001884,7.392052
3001885,563.76984
3001886,544.71686
3001887,103.83103
3001888,67.69879
3001889,76.63394
3001890,1389.3143
3001891,16.604002
3001892,7.392052
3001893,16.604002
3001894,9.896731
3001895,7.392052
3001896,125.5582
3001897,7.783825
3001898,7.5814104
3001899,7.392052
3001900,65.23442
3001901,7.392052
3001902,191.31026
3001903,159.91435
3001904,7.392052
3001905,7.392052
3001906,172.01907
3001907,34.16983
3001908,795.4224
3001909,7.392052
3001910,7.392052
3001911,7.392052
3001912,7.392052
3001913,7.392052
3001914,1492.2057
3001915,7.392052
3001916,266.42847
3001917,7.392052
3001918,574.0892
3001919,500.79272
3001920,98.74385
3001921,45.6621
3001922,69.86657
3001923,713.9316
3001924,10.099148
3001925,7.392052
3001926,23.125483
3001927,31.536085
3001928,7.392052
3001929,215.01636
3001930,10.192378
3001931,7.392052
3001932,7.392052
3001933,116.127426
3001934,10.695019
3001935,128.55524
3001936,241.0191
3001937,7.392052
3001938,7.392052
3001939,117.265785
3001940,46.286533
3001941,555.27264
3001942,7.392052
3001943,8.195365
3001944,7.392052
3001945,7.392052
3001946,7.392052
3001947,1389.117
3001948,7.392052
3001949,421.7052
3001950,7.392052
3001951,762.0648
3001952,409.7771
3001953,132.11644
3001954,156.40994
3001955,21.989454
3001956,1967.3188
3001957,10.099148
3001958,7.392052
3001959,7.5944667
3001960,7.392052
3001961,7.392052
3001962,210.36757
3001963,7.392052
3001964,7.392052
3001965,7.392052
3001966,33.12397
3001967,7.392052
3001968,131.1438
3001969,196.28282
3001970,7.392052
3001971,9.115237
3001972,205.87323
3001973,35.430107
3001974,554.4266
3001975,7.392052
3001976,8.195365
3001977,7.392052
3001978,7.392052
3001979,7.392052
3001980,831.9607
3001981,7.392052
3001982,239.63976
3001983,7.392052
3001984,513.33185
3001985,479.97302
3001986,171.83762
3001987,99.59785
3001988,74.367
3001989,774.90625
3001990,10.695019
3001991,7.392052
3001992,10.695019
3001993,7.392052
3001994,7.392052
3001995,149.22873
3001996,7.5814104
3001997,12.82412
3001998,7.392052
3001999,88.55994
3002000,7.392052
3002001,361.71
3002002,176.42587
3002003,7.392052
3002004,7.392052
3002005,281.99606
3002006,31.034006
3002007,847.52423
3002008,7.392052
3002009,10.695019
3002010,7.392052
3002011,7.392052
3002012,7.392052
3002013,1842.9778
3002014,7.392052
3002015,302.4766
3002016,10.695019
3002017,990.53534
3002018,396.67386
3002019,213.70447
3002020,122.78274
3002021,49.986187
3002022,2687.4714
3002023,7.5944667
3002024,7.392052
3002025,12.155551
3002026,8.397783
3002027,7.392052
3002028,265.6492
3002029,7.392052
3002030,7.392052
3002031,7.392052
3002032,9.115237
3002033,7.392052
3002034,95.25959
3002035,203.1175
3002036,7.392052
3002037,7.392052
3002038,172.76945
3002039,24.058249
3002040,475.76807
3002041,7.392052
3002042,7.392052
3002043,7.392052
3002044,7.392052
3002045,8.195365
3002046,898.3003
3002047,7.392052
3002048,329.27936
3002049,7.392052
3002050,527.8736
3002051,524.2639
3002052,200.32768
3002053,117.13721
3002054,148.45938
3002055,1168.2418
3002056,12.970479
3002057,7.392052
3002058,13.48186
3002059,11.891215
3002060,7.392052
3002061,218.41653
3002062,13.344666
3002063,18.150515
3002064,7.392052
3002065,85.87638
3002066,7.392052
3002067,254.60477
3002068,364.02197
3002069,8.403779
3002070,7.392052
3002071,180.8786
3002072,34.394527
3002073,830.9195
3002074,7.392052
3002075,7.392052
3002076,7.392052
3002077,7.392052
3002078,7.392052
3002079,1129.6785
3002080,7.392052
3002081,317.96222
3002082,7.392052
3002083,514.087
3002084,521.8026
3002085,122.86107
3002086,96.67938
3002087,77.01518
3002088,1265.2019
3002089,11.492263
3002090,7.392052
3002091,9.374904
3002092,8.397783
3002093,7.392052
3002094,125.52364
3002095,7.783825
3002096,13.48186
3002097,7.392052
3002098,77.09326
3002099,7.392052
3002100,181.90318
3002101,203.0244
3002102,7.392052
3002103,7.392052
3002104,193.24493
3002105,21.29986
3002106,656.9014
3002107,7.392052
3002108,7.5944667
3002109,7.5814104
3002110,7.392052
3002111,7.392052
3002112,1798.9447
3002113,7.392052
3002114,350.11746
3002115,9.317654
3002116,630.7391
3002117,527.1135
3002118,211.69
3002119,138.29953
3002120,65.51247
3002121,1825.3124
3002122,11.953135
3002123,7.392052
3002124,9.57732
3002125,10.695019
3002126,7.392052
3002127,187.74051
3002128,7.392052
3002129,10.192378
3002130,7.392052
3002131,68.81032
3002132,7.392052
3002133,153.05365
3002134,219.61127
3002135,7.392052
3002136,7.392052
3002137,215.39635
3002138,99.11451
3002139,685.4579
3002140,7.392052
3002141,7.392052
3002142,10.695019
3002143,7.392052
3002144,7.5814104
3002145,3761.5923
3002146,7.392052
3002147,503.96985
3002148,7.5944667
3002149,852.39667
3002150,826.9532
3002151,395.19318
3002152,432.41718
3002153,302.48947
3002154,3819.5781
3002155,32.36209
3002156,7.392052
3002157,90.903175
3002158,78.906136
3002159,7.392052
3002160,437.32306
3002161,15.905275
3002162,20.050375
3002163,20.470686
3002164,287.29184
3002165,13.48186
3002166,555.75183
3002167,493.67822
3002168,27.203493
3002169,21.643362
3002170,556.9702
3002171,202.6714
3002172,3223.193
3002173,225.71617
3002174,79.26668
3002175,9.317654
3002176,7.392052
3002177,7.392052
3002178,2798.0115
3002179,7.392052
3002180,587.66565
3002181,10.897435
3002182,950.5848
3002183,917.79626
3002184,504.59628
3002185,262.9272
3002186,278.0059
3002187,3819.5781
3002188,110.42624
3002189,7.392052
3002190,78.890564
3002191,43.00464
3002192,7.392052
3002193,463.06555
3002194,10.695019
3002195,30.775938
3002196,7.392052
3002197,221.18721
3002198,10.695019
3002199,900.23047
3002200,509.76352
3002201,21.134958
3002202,12.155551
3002203,580.6675
3002204,202.8176
3002205,2631.7332
3002206,368.89816
3002207,84.142204
3002208,8.403779
3002209,7.392052
3002210,18.150515
3002211,2791.3318
3002212,7.392052
3002213,516.1715
3002214,7.5814104
3002215,946.9671
3002216,585.4779
3002217,502.55048
3002218,125.11777
3002219,234.697
3002220,3819.5781
3002221,14.742154
3002222,7.392052
3002223,92.86398
3002224,10.897435
3002225,7.392052
3002226,434.91632
3002227,17.072252
3002228,20.23884
3002229,7.392052
3002230,137.45764
3002231,9.115237
3002232,702.81976
3002233,515.3582
3002234,12.82412
3002235,29.01328
3002236,523.42084
3002237,125.85223
3002238,813.1668
3002239,262.16418
3002240,29.727144
3002241,10.099148
3002242,7.392052
3002243,12.82412
3002244,2798.0115
3002245,7.392052
3002246,610.90985
3002247,11.710185
3002248,888.36743
3002249,949.31775
3002250,483.93878
3002251,248.69984
3002252,204.32954
3002253,3819.5781
3002254,36.85165
3002255,7.392052
3002256,50.92886
3002257,50.070354
3002258,7.392052
3002259,427.0193
3002260,12.582437
3002261,28.52545
3002262,7.392052
3002263,212.41899
3002264,10.695019
3002265,567.21893
3002266,493.19684
3002267,10.394794
3002268,13.415845
3002269,553.4035
3002270,190.18124
3002271,2266.2449
3002272,427.72025
3002273,54.33187
3002274,7.392052
3002275,7.392052
3002276,10.897435
3002277,1987.3616
3002278,7.392052
3002279,602.15686
3002280,9.896731
3002281,734.8485
3002282,540.4158
3002283,468.4378
3002284,94.00622
3002285,183.82793
3002286,3378.4304
3002287,30.676039
3002288,7.392052
3002289,10.897435
3002290,13.969041
3002291,7.392052
3002292,412.8058
3002293,9.317654
3002294,7.392052
3002295,7.392052
3002296,148.48987
3002297,7.392052
3002298,656.28357
3002299,578.20233
3002300,10.695019
3002301,10.897435
3002302,491.40732
3002303,93.52432
3002304,840.8524
3002305,245.73058
3002306,12.82412
3002307,10.192378
3002308,7.392052
3002309,7.392052
3002310,2791.3318
3002311,7.392052
3002312,561.81036
3002313,11.710185
3002314,575.5434
3002315,779.7172
3002316,334.2643
3002317,338.81607
3002318,249.99217
3002319,3378.4304
3002320,42.294346
3002321,7.392052
3002322,41.11073
3002323,18.99372
3002324,7.392052
3002325,334.2511
3002326,7.392052
3002327,20.050375
3002328,7.5944667
3002329,235.87077
3002330,10.192378
3002331,580.9677
3002332,389.9564
3002333,8.195365
3002334,11.507769
3002335,510.618
3002336,197.70694
3002337,2435.965
3002338,200.19354
3002339,60.823505
3002340,7.392052
3002341,7.392052
3002342,7.392052
3002343,591.4441
3002344,7.392052
3002345,232.16109
3002346,13.969041
3002347,531.9086
3002348,349.42468
3002349,199.27945
3002350,58.77133
3002351,63.67499
3002352,747.91534
3002353,13.969041
3002354,7.392052
3002355,11.710185
3002356,10.695019
3002357,7.392052
3002358,142.06924
3002359,7.5944667
3002360,7.5814104
3002361,7.392052
3002362,76.52349
3002363,7.392052
3002364,208.12494
3002365,172.4224
3002366,7.392052
3002367,7.392052
3002368,199.43782
3002369,29.717546
3002370,446.458
3002371,7.392052
3002372,7.392052
3002373,7.392052
3002374,7.392052
3002375,7.392052
3002376,1466.1854
3002377,7.392052
3002378,431.12408
3002379,16.881044
3002380,608.41736
3002381,592.9579
3002382,336.67023
3002383,81.15765
3002384,101.55683
3002385,2891.5376
3002386,39.029716
3002387,7.392052
3002388,34.600334
3002389,16.604002
3002390,7.392052
3002391,278.84778
3002392,10.192378
3002393,7.392052
3002394,7.392052
3002395,119.988235
3002396,7.392052
3002397,424.75003
3002398,349.7091
3002399,7.392052
3002400,9.57732
3002401,340.2534
3002402,76.59272
3002403,891.1551
3002404,255.9522
3002405,10.192378
3002406,7.392052
3002407,7.392052
3002408,7.392052
3002409,1549.6732
3002410,7.392052
3002411,543.49445
3002412,7.5814104
3002413,664.9618
3002414,718.5928
3002415,224.54323
3002416,254.36835
3002417,220.47377
3002418,2119.8467
3002419,24.183363
3002420,7.392052
3002421,13.969041
3002422,16.350643
3002423,7.392052
3002424,221.07867
3002425,7.392052
3002426,31.863684
3002427,7.392052
3002428,168.26524
3002429,8.195365
3002430,484.37988
3002431,229.67853
3002432,13.279444
3002433,7.392052
